id_image,name_recipe
540c38c0-702e-4638-8733-84a1e0a29ba4,Receta de Postre con leche evaporada
c0a2bd23-8a6e-4ad3-ad10-7637c1234d2d,Receta de Galletas de coco con mermelada para Navidad
d23b1a2d-158c-4911-ba17-7bfd6c398b51,Receta de Calzones rotos al horno
dfcaee12-3b6d-4a44-8573-4649df286ffa,Receta de Bizcocho para torta
6ab86f2e-301b-42b1-a9a5-2060ea6744b7,Receta de Brownie vegano
7b789800-8e4b-4188-be14-459f64122091,Receta de Queque arena Chileno
23dd4cc7-bd30-4d8f-8511-d3ef612b9099,Receta de Repollitos con Crema Pastelera (Profiteroles)
1ec171d6-c552-4f6d-98b8-2e59ce69b09b,Receta de Galletas de coco Caseras
1f5271eb-ef42-4ade-8c91-5a5ff008d027,Receta merengue suizo
7205c52e-a8e8-4ad2-9828-ef94047d991b,Receta de Creme brulee
68fd779e-3b27-4abe-89e4-08cf8a94a1c4,Receta de Crema de maní
784388db-f58a-464b-96bd-91438d74fa57,Champiñones Portobello Rellenos A La Parrilla
95f0e1de-f036-4af9-80af-431e1cfa7796,"Ensalada de arándanos, menta y pepino con queso feta"
5d37061c-8635-4a4c-85af-4d2431767804,Pizza Portobello
